"459247111,2025-09-12T06:41:37Z,1404/06/21 10:11,M,mfh777,twit,زنگان -افشاهای قطاری که فرصت ورود نمیده - افشا الف خط تولید جدید - افشا الف معدن سها آسپرین - افشا صورت های حسابرسی شده معدن آسارچیک ترکیه - و ............ تجدید ارزیابی !!!! - ارزش وقت گذاشتن داره - حهش قیمت جهانی روی به زودی - به نظرتون معدن ترکیه رو با دلار چند تومانی و با چه قیمت رویی خریدند؟!!!! ...... ++++"
"459247104,2025-09-12T06:40:45Z,1404/06/21 10:10,Ali1374Trader,a.d1995ad,twit,#کاما \nتایم هفتگی\nیک شکل اصلاحی عالی و رسیدن به نقطه خوب برای خرید و سرمایه گذاری بلندمدت"
"459247096,2025-09-12T06:39:57Z,1404/06/21 10:09,Ali1374Trader,a.d1995ad,twit,#کاما \nتایم ماهانه\nخط روند بلند مدتی سهم منتظر تاچ شدنه"
"459241888,2025-09-11T10:51:37Z,1404/06/20 14:21,بهزاد,m09m,retwit,#خودرو به نظر می‌رسه خیلیا جا مونده فعالیت سمپاشا شدید ولی باز هم پیش بینی میشه دست کم برای روز شنبه بیش از ۲ میلیارد حجم خرید در پیش گشایش داشته باشه"
"459247086,2025-09-12T06:38:51Z,1404/06/21 10:08,Iran, The Great,iranthegreat,quote,#شاخص_بورس الآن که به قول شما قطر نبودیم و پارادایم شما در حال اجرا بود بمباران نشدیم؟؟!!\n\nحححخخخ"
"459246507,2025-09-12T04:16:47Z,1404/06/21 07:46,MR60949236mr@,mr60949236mr,retwit,#خودرو تنها چیزی که در این سال ها برای خودرو و خساپا رخ داده ،دعوای زرگری بین سازمان ها و افراد با نفوذ هست ،و‌کسانی هم ضرر کردند مصرف کننده و سهامداران هستند ،صورت های مالی هم به نظر ساختگی می آید ،وگرنه خودرو سازها پول از مردم می گیرند حداقل 40روز بعد ماشین تحویل می دهند این روش از 45سال پیش تا الان ادامه دارد"
"459247053,2025-09-12T06:34:23Z,1404/06/21 10:04,David01010,david01010,twit,#سیسکو خب کمتر از سه ماه دیگه فرصت تضمین عرضه اولیه اش تموم میشه و من با حدود ده تا کد خرید زدم که اون ۳۵ درصد یکساله رو حداقل بگیرم. کسی می دونه چطوری قراره این سود ۳۵ درصدی رو برگردونن؟ مثلاً نقدی به حساب میریزن؟ سهم یا پول به پرتفوی ها تعلق می‌گیره ؟ دقیقا چه سازو و کاری برای اول رسیدن به قیمت عرضه و بعد هم ۳۵ درصد سود بالاتر به سهامداران یکساله خواهند داد؟ اگر کسی اطلاع داره لطفاً توضیح بده ما هم متوجه بشیم."
"459247049,2025-09-12T06:34:20Z,1404/06/21 10:04,رضا بنیامینی,saba642,quote,حرف شما روتاحدود زیادی قبول دارم اما وزن تاثیر تحریمها رو خیلی بالاتر از20درصد می دونم بسیاری ازاین رانت ها وخاص شدنها درسایه تحریمها ایجاد شده ترس من این است یکی ازدلایل کندی واهمال در حل موانع تحریم همین خواصی باشند که به مراتب از هرنظر ازعوام فرومایه تر بودند ورندی اونها رابه اینجا رسونده وگرنه ایا دراین همه مدت یک مرد پیدا نمی شد ویک اراده نبود که مشکل تح ریم رویکبار برای همیشه رفع کند الان قطعا قدرت واقعی می توانست همین سرمایه اجتماعی باشه دربرایند قدرت رضایتمندی مردم بسیارموثر است که روز به روز با حماق ت همون خاص شده ها سوزانده تر می شود ومتاسفانه مردم ققط موقع نیاز وانتخاباتها دوست داشتنی می شوند البته بعضی‌ها رو توهم برندارد که اگر مردم به اسم ایران عزیز مقابل جرثومه وخبیثی مثل است راییل متحد شدند یک وقتی محبوبی ت بعضی ها با این عملکرد بسیار مفتضحانه شون بیشتر شده متاسفانه این رویه نخواست اصلاح بشه چراکه همین بورس ما می تونست بایک درایت یک درصدهم افت نکنه اما سهمها چهل درصد ریختند کاش این مطلب بجای دوستمون درست فهمیده شود"
"459247042,2025-09-12T06:32:07Z,1404/06/21 10:02,Smartholder,smitkarl30,twit,#شاخص_بورس \nجو بایدن ، ر.یس جمهور سابق آمر.یکا ، در پیامی به مناسبت ترور چارلی کرک ، ضمن تسلیت گفتن به خانواده او و مردم آمر.یکا . ترور و خشونت را محکوم نموده و بیان کرد که تفکر را باید با تفکر پاسخ داد . گلوله پاسخ درستی به اختلافات سیاسی نیست . ضمن دعوت مردم به آرامش ، کنترل خشم . گفت که اعضای حزب رقیب دشمن نیستند . همگی شهروندان یک کشورند و اختلافات سیاسی باید از طریق دموکراسی و عاری از خشونت حل شود . دوستان ما می‌ توانیم نگاه به شرق ، نگاه به غرب ، نگاه به هر دو ، یا هیچکدام داشته باشیم . محترمانه گفت و گفتگو کنیم . ولی تعابیر و اصطلاحات دور از شأن ، توهین آمیز . جز عصبانی کردن طرف مقابل حاصلی ندارد . گاو شیر ده ، گدا ، نوکر ، نفوذی ، خود تحقیر ،  خودباخته ، فریب خورده ، بی هویت ، ترسو ، خا.ئن ، سازشکار ، ....جز لج بازی و عصبانیت طرف مقابل نتیجه ای ندارد ."
"459247034,2025-09-12T06:29:34Z,1404/06/21 09:59,namdar1404,naamdar1404,twit,#شاخص_بورس فعلا بازار ١٥-٢٠٪؜ اومد بالا وقتي مشغول سمپاشي بوديد .. هر منفي بازار فرصت خريد هست و بس و اجير شده هاي ٥ درصدي بزاريد براي خودشون توييت بزنن و قصه ببافن و ديشبم وزير خارجه رسما گفت شوراي امنيت تصميم گيرنده هست و نه ٥٪؜ هاي نفوذي كه كشور و به اين روز انداختن  …  ، تتر بياد زير ٩٦هم سيگنال قوي خريد ميده و ساين توافق كه ايشالا ميشه و با دنيا مثل همه كشوراي پيشرفته تعامل ميكنيم ."
